prefab	name	family	player_item	tier	biome	source	station	station_level	ingredients	ingredient_types	ingredient_units	drop_rate	boss_gated	limited	trader_price	rarity	complexity	anchor	proposed_value	confidence	wiki_page	exclude_reason	note
FishAnglerRaw	Raw Anglerfish	material	true	6	Mistlands	fish		0		0	0	uncommon	false	false	0	3	1		15	medium	Anglerfish		Fish caught from Mistlands waters using Misty fishing bait
GiantBloodSack	Blood clot	material	true	6	Mistlands	drop		0		0	0	uncommon	false	false	0	3	1		20	high	Blood Clot		Dropped by Ticks in Mistlands; also spawned by Gjall
SpiceMistlands	Herbs of the Hidden Hills	material	true	6	N/A	trader		0		0	0	na	true	false	36	3	1		36	high	Herbs of the Hidden Hills		Bog Witch purchase (180 coins per 5), requires The Queen defeated
MeadBaseHealthMajor	Mead base: Major healing	material	true	6	Plains	brew	Mead ketill	1	Honey x10, Blood clot x4, Royal jelly x5	3	9	na	false	false	0	2	2		16	medium	Major Healing Mead		Mead base; major health recovery; crafted at Mead ketill.
HoneyGlazedChickenUncooked	Uncooked honey glazed chicken	material	true	6	Plains	craft	Food preparation table	1	Chicken meat x1, Honey x3, Jotun puffs x2	3	3	na	false	false	0	2	3		12	medium	Honey Glazed Chicken		Uncooked food material; crafted at cooking station with multiple ingredient types.
MagicallyStuffedShroomUncooked	Uncooked stuffed mushroom	material	true	6	Mistlands	craft	Food preparation table	1	Blood clot x1, Magecap x3, Turnip x2	4	4	na	false	false	0	2	3		18	medium	Stuffed Mushroom		Uncooked food with magical properties (provides Eitr); multi-ingredient craft.
DvergrKeyFragment	Dvergr key fragment	material	true	6	Mistlands	gather		0		0	0	na	false	true	0	4	1		50	high	Dvergr key fragment		Limited spawn puzzle piece
FlametalOre	Flametal Ore (Old)	material	true	6	Mistlands	gather		0		0	0	uncommon	false	true	0	4	1		90	medium	Flametal Ore		Pre-Ashlands ore from Glowing metal piles; obsoleted, converts to Ancient ore
FishAndBreadUncooked	Uncooked Fish 'n' Bread	material	true	6	Mistlands	craft	Food preparation table	1	Anglerfish x1, Bread dough x2	2	3	na	false	false	0	3	2		35	high	Fish 'n' Bread		Mistlands food using Anglerfish from Mistlands fishing
MeadBaseEitrMinor	Mead base: Minor eitr	material	true	6	Mistlands	brew	Mead ketill	1	Honey x10, Sap x5, Jotun puffs x2, Magecap x5	3	7	na	false	false	0	3	2		18	medium	Minor Eitr Mead		Mead base for Mistlands; eitr restoration effect.
BlackCore	Black core	material	true	6	Swamp	gather		0		0	0	rare	true	false	0	4	1	300	60	high	Black core		Boss-gated material from high-tier swamp dungeon
Flametal	Flametal (Old)	material	true	6	Mistlands	smelt	Blast furnace	3	Flametal ore (old) x1	1	1	na	false	true	0	4	2		110	medium	Flametal		Pre-Ashlands version from Glowing metal piles; converts to Ancient ore in new version
FeastMistlands_Material	Mushrooms galore á la Mistlands	material	true	6	Mistlands	craft	Food preparation table	1	Misthare supreme x1, Cooked seeker meat x3, Yggdrasil porridge x1, Herbs of the hidden hills x1	4	6	na	true	false	0	2	5		120	high	Mushrooms Galore á la Mistlands		High-tier feast with Yggdrasil and Mistlands ingredients
MechanicalSpring	Mechanical spring	material	true	6	Mistlands	craft	Artisan table	3	Refined eitr x1, Iron x3	2	4	na	false	false	0	3	4		80	high	Mechanical Spring		Needs refined eitr, tier 6 crafting
DyrnwynBladeFragment	Dyrnwyn blade fragment	material	true	6	Mistlands	drop		0		0	0	rare	true	true	0	5	1		200	high	none		Boss-unique fragment from Fader
DyrnwynHiltFragment	Dyrnwyn hilt fragment	material	true	6	Mistlands	drop		0		0	0	rare	true	true	0	5	1		200	high	none		Boss-unique fragment from Fader
DyrnwynTipFragment	Dyrnwyn tip fragment	material	true	6	Mistlands	drop		0		0	0	rare	true	true	0	5	1		200	high	none		Boss-unique fragment from Fader
FaderDrop	Fader drop	material	true	6	Mistlands	drop		0		0	0	na	true	true	0	5	1		100	high	Fader		Boss-unique drop from Fader
QueenDrop	Majestic carapace	material	true	6	Mistlands	boss_drop		0		0	0	na	true	false	0	5	1		200	high	Majestic Carapace		Unique drop from The Queen boss
AskHide	Asksvin hide	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1	10	20	high	Asksvin hide		Ashlands creature drop, common material
BjornHide	Bjorn hide	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1	10	20	high	Bjorn hide		Ashlands creature drop, common material
FlametalOreNew	Flametal Ore	material	true	7	Ashlands	gather		0		0	0	uncommon	false	false	0	4	1	90	90	high	Flametal Ore		Mined from Flametal ore veins in Ashlands; requires Black metal pickaxe
FlametalNew	Flametal	material	true	7	Ashlands	smelt	Blast furnace	3	Flametal ore x1	1	1	na	false	false	0	4	2	110	110	high	Flametal		Smelted from Flametal ore in Blast furnace
AskBladder	Asksvin bladder	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1		20	high	Asksvin bladder		Ashlands creature drop, common material
AsksvinMeat	Asksvin meat	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1		20	high	Asksvin meat		Raw meat drop from Asksvin creatures
BjornMeat	Bjorn meat	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1		20	high	Bjorn meat		Raw meat from Bjorn creatures
CharcoalResin	Charcoal resin	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	2	1		15	high	Charcoal resin		Ashlands resource
CharredBone	Charred bone	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	2	1		15	high	Charred bone		Ashlands resource
Charredskull	Charred skull	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	2	1		15	high	Charred skull		Ashlands resource
Grausten	Grausten	material	true	7	Ashlands	gather		0		0	0	common	false	false	0	2	1		25	high	Grausten		Harvested from Ashlands ruins and rock formations
PiquantPieUncooked	Uncooked piquant pie	material	true	7	Plains	craft	Food preparation table	1	Piquant pie ingredients	1	1	na	false	false	0	2	1		8	high	Piquant Pie		Intermediate Plains food
Pot_Shard_Green	Pot shard	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1		4	high	Pot Shard		Dropped by Ancient pots in Charred Ruins/Putrid Hole
RoastedCrustPieUncooked	Uncooked roasted crust pie	material	true	7	Mistlands	craft	Food preparation table	1	Roasted crust pie ingredients	1	1	na	false	false	0	2	1		8	high	Roasted Crust Pie		Intermediate Mistlands food
SulfurStone	Sulfur	material	true	7	Ashlands	gather		0		0	0	common	false	false	0	2	1		2	high	Sulfur		Mined from Sulfur nodes under arches, dropped by Lava Blobs
VineberrySeeds	Vineberry Seeds	material	true	7	Ashlands	gather		0		0	0	uncommon	false	false	0	2	1		8	high	Vineberry Seeds		20% chance from Vineberry clusters in Ashlands; grows Ashvine
VoltureMeat	Volture Meat	material	true	7	Ashlands	drop		0		0	0	common	false	false	0	2	1		3	high	Volture Meat		Raw meat dropped by Volture; cookable at Iron cooking station
AsksvinCarrionNeck	Asksvin neck	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		25	high	Asksvin neck		Carrion remains found in Ashlands, limited spawns
AsksvinCarrionPelvic	Asksvin pelvis	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		25	high	Asksvin pelvis		Carrion remains found in Ashlands, limited spawns
AsksvinCarrionRibcage	Asksvin ribcage	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		30	high	Asksvin ribcage		Carrion remains found in Ashlands, largest piece, limited spawns
AsksvinCarrionSkull	Asksvin skull	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		25	high	Asksvin skull		Carrion remains found in Ashlands, limited spawns
Bilebag	Bilebag	material	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Bilebag		Ashlands creature material drop
BjornPaw	Bjorn paw	material	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		25	high	Bjorn paw		Ashlands creature drop, uncommon
CelestialFeather	Celestial feather	material	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		30	high	Celestial feather		Ashlands creature drop
CharredCogwheel	Charred cogwheel	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		40	high	Charred cogwheel		Ashlands rare component
CuredSquirrelHamstring	Cured squirrel hamstring	material	true	7	Ashlands	gather		0		0	0	na	false	false	0	3	1		20	medium	Cured squirrel hamstring		Ashlands material, limited availability
MoltenCore	Molten core	material	true	7	Ashlands	drop		0		0	0	rare	false	false	0	3	1		45	high	Molten Core		Dropped by Charred Fortress enemies
ProustitePowder	Proustite powder	material	true	7	Ashlands	drop		0		0	0	uncommon	false	false	0	3	1		20	high	Proustite Powder		Dropped by Lava Blob/Unstable lava rock (Ashlands)
SpiceAshlands	Fiery Spice Powder	material	true	7	N/A	trader		0		0	0	na	true	false	40	3	1		40	high	Fiery Spice Powder		Bog Witch purchase (200 coins per 5), requires Fader defeated
MeadBaseHealthLingering	Mead base: Lingering health	material	true	7	Plains	brew	Mead ketill	1	Sap x10, Vineberry cluster x10, Smoke puff x10	3	7	na	false	false	0	2	2		14	medium	Lingering Healing Mead		Mead base; lingering health regen; crafted at Mead ketill.
GemstoneBlue	Iolite	material	true	7	Ashlands	gather		0		0	0	rare	false	false	0	4	1		50	high	Iolite		Found in Charred chests in Charred Fortresses; Ashlands gemstone
GemstoneGreen	Jade	material	true	7	Ashlands	gather		0		0	0	rare	false	false	0	4	1		50	high	Jade		Found in Charred chests in Charred Fortresses; Ashlands gemstone
GemstoneRed	Bloodstone	material	true	7	Ashlands	gather		0		0	0	rare	false	false	0	4	1		50	high	Bloodstone		Found in Charred chests in Charred Fortresses; Ashlands gemstone
MeadBaseEitrLingering	Mead base: Lingering eitr	material	true	7	Mistlands	brew	Mead ketill	1	Sap x10, Vineberry cluster x10, Magecap x10	3	8	na	false	false	0	3	2		20	medium	Lingering Eitr Mead		Mead base for Mistlands; requires Eitr (tier 6 resource).
FeastAshlands_Material	Feast (Ashlands)	material	true	7	Ashlands	cook	Food preparation table	3	Ashlands ingredients	5	10	na	false	false	0	3	4		80	medium	Feasts		High-tier feast requiring multiple Ashlands components
Larva	Larva	material	true	8	Deep North	drop		0		0	0	uncommon	false	false	0	2	1		10	low	none		Deep North creature drop; no wiki page found. Based on Valheim Deep North lore.
MorgenHeart	Morgen heart	material	true	8	Deep North	drop		0		0	0	uncommon	true	false	0	3	1		60	high	Morgen Heart		Dropped by Morgen (Deep North boss)
MorgenSinew	Morgen sinew	material	true	8	Deep North	drop		0		0	0	uncommon	true	false	0	3	1		60	high	Morgen Sinew		Dropped by Morgen (Deep North boss)
Coins	Coins	material	false	0	Any	dev		0		0	0	na	false	false	0	1	1		1	high	Coins	currency	In-game currency, not tradeable in mod
Pot_Shard_Red	Pot shard (red)	material	false	0		dev		0		0	0	na	false	false	0	0	0		0	high	Pot Shard	unused item - coded variant not implemented	Coded variant not implemented in game
VegvisirShard_Bonemass	Yagluth Thing	material	false	0	N/A	dev		0		0	0	na	false	false	0	5	1		0	low	none	Placeholder item, removed/replaced by Torn Spirit	No wiki page; item removed in Mistlands update
Mushroom	Mushroom	consumable	true	0	Meadows, Black Forest, Swamp	gather		0		0	0	na	false	false	0	1	1		10	high	Mushroom		Tier 0 raw gather, respawn 240 min
MushroomYellow	Thistle	consumable	true	0	Meadows	gather		0		0	0	na	false	false	0	1	1		10	high	Thistle		Tier 0 raw gather
Onion	Onion	consumable	true	0	Meadows, Mountains	gather		0		0	0	na	false	false	0	1	1		12	high	Onion		Tier 0 raw gather/farm
Raspberry	Raspberries	consumable	true	0	Meadows	gather		0		0	0	na	false	false	0	1	1		10	high	Raspberries		Tier 0 raw gather, respawn 18000s
Honey	Honey	consumable	true	1	Meadows	gather		0		0	0	na	false	false	0	2	1	2	50	high	Honey		Common gather from Beehives; rarity 2 per scale
Carrot	Carrot	consumable	true	1	Meadows	plant		0		0	0	na	false	false	0	1	1		15	high	Carrot		Farmed from Carrot seeds
CookedChickenMeat	Cooked chicken meat	consumable	true	1	Meadows	cook	Cooking station	1	Chicken meat x1	1	1	na	false	false	0	1	2		25	high	Chicken Meat		Cooked Meadows-tier meat
CookedDeerMeat	Cooked deer meat	consumable	true	1	Meadows	cook	Cooking station	1	Deer meat x1	1	1	na	false	false	0	1	2		25	high	Deer Meat		Cooked Meadows-tier meat
CookedEgg	Cooked egg	consumable	true	1	Meadows	cook	Cooking station	1	Egg x1	1	1	na	false	false	0	1	2		20	high	Egg		Cooked Meadows-tier egg
CookedHareMeat	Cooked hare meat	consumable	true	1	Meadows	cook	Cooking station	1	Hare meat x1	1	1	na	false	false	0	1	2		20	high	Hare Meat		Cooked Meadows-tier meat
CookedMeat	Cooked boar meat	consumable	true	1	Meadows	cook	Cooking station	1	Boar meat x1	1	1	na	false	false	0	1	2		25	high	Boar Meat		Cooked Meadows-tier meat
BoarJerky	Boar jerky	consumable	true	1	Meadows	cook	Cauldron	1	Honey x1, Boar meat x1	2	2	na	false	false	0	2	2		30	high	Boar Jerky		Simple 2-ingredient food at Cauldron
Bread	Bread	consumable	true	1	Meadows	cook	Stone oven	1	Barley flour x2, Water x1	2	3	na	false	false	0	2	2		25	high	Bread		Baked at Stone oven; Meadows-tier
FishAndBread	Fish and bread	consumable	true	1	Meadows, Ocean	craft	Food preparation table	1	Cooked fish x1, Bread x1	2	2	na	false	false	0	2	2		35	high	Fish and Bread		Simple 2-ingredient meal
NeckTailGrilled	Grilled Neck Tail	consumable	true	1	Ocean	craft	Cooking Station	1	Neck tail x1	1	1	na	false	false	0	2	2		25	high	Neck Tail		Ocean creature meat, simple cooking
CarrotSoup	Carrot soup	consumable	true	1	Meadows	cook	Cauldron	1	Carrot x5, Mushroom x1, Barley flour x1	3	7	na	false	false	0	2	3		35	high	Carrot Soup		Cauldron level 1; 3-ingredient soup
DeerStew	Deer stew	consumable	true	1	Meadows	cook	Cauldron	1	Cooked deer meat x1, Mushroom x1, Onion x1	3	3	na	false	false	0	2	3		40	high	Deer Stew		Cauldron; 3-ingredient stew
MeadTasty	Tasty Mead	consumable	true	1	Meadows	craft	Fermenter	2	Mead base: Tasty x1	2	20	na	false	false	0	2	4	10	40	high	Tasty Mead		Meadows-tier fermented mead
MeadStaminaMinor	Minor Stamina Mead	consumable	true	1	Meadows	craft	Fermenter	2	Mead base: Minor stamina x1	2	20	na	false	false	0	2	4	12	40	high	Minor Stamina Mead		Meadows-tier fermented mead
MeadTamer	Animal Whispers Mead	consumable	true	1	Meadows	craft	Fermenter	2	Mead base: Animal whispers x1	2	15	na	false	false	0	2	4		40	high	Animal Whispers Mead		Meadows-tier fermented mead
FeastMeadows	Meadows feast	consumable	true	1	Meadows	craft	Food preparation table	1	Mushroom x5, Dandelion x5, Thistle x5	3	15	na	false	false	0	2	5		70	medium	Meadows Feast		Feast; Meadows materials
Blueberries	Blueberries	consumable	true	2	Black Forest	gather		0		0	0	na	false	false	0	1	1		20	high	Blueberries		Gathered from bushes in Black Forest
MeadHealthMinor	Minor Healing Mead	consumable	true	2	Black Forest	craft	Fermenter	2	Mead base: Minor healing x1	4	26	na	false	false	0	2	4	12	45	high	Minor Healing Mead		Black Forest-tier fermented mead
MinceMeatSauce	Minced Meat Sauce	consumable	true	2	Black Forest	craft	Cauldron	1	Neck tail x2; Meat x1	2	3	na	false	false	0	2	3		35	high	Minced Meat Sauce		Black Forest-tier cauldron craft
QueensJam	Queen's Jam	consumable	true	2	Black Forest	craft	Cauldron	1	Raspberries x10; Honey x1	2	11	na	false	false	0	2	3		35	high	Queen's Jam		Black Forest cauldron level 1 craft
FeastBlackforest	Black forest feast	consumable	true	2	Black Forest	craft	Food preparation table	1	Mushroom x5, Thistle x5, Cloudberries x5	3	15	na	false	false	0	2	5		80	medium	Black Forest Feast		Feast; Black Forest materials
RottenMeat	Rotten Meat	consumable	true	3	Swamp	drop		0		0	0	common	false	false	0	2	1		25	high	Rotten Meat		Swamp gather/drop, food purge effect
FishCooked	Cooked fish	consumable	true	3	Ocean	cook	Cooking station	1	Fish x1	1	1	na	false	false	0	1	2		40	high	Fish		Cooked Ocean-tier fish
SerpentMeatCooked	Cooked Serpent Meat	consumable	true	3	Swamp	craft	Cooking Station	1	Serpent meat x1	1	1	na	false	false	0	2	2		40	high	Cooked Serpent Meat		Swamp creature meat, simple cooking
BlackSoup	Black soup	consumable	true	3	Swamp, Black Forest	cook	Cauldron	2	Honey x1, Bloodbag x1, Turnip x1	3	3	na	false	false	0	2	3		50	high	Black Soup		Cauldron level 2; 3-ingredient food
MarinatedGreens	Marinated greens	consumable	true	3	Swamp, Ocean	cook	Cauldron	2	Seaweed x3, Turnip x1, Thistle x1	3	5	na	false	false	0	2	3		50	high	Marinated Greens		Cauldron level 2; Swamp/Ocean
MashedMeat	Mashed meat	consumable	true	3	Swamp	cook	Cauldron	2	Cooked meat x1, Turnip x2	2	3	na	false	false	0	2	3		50	high	Mashed Meat		Cauldron level 2; Swamp-tier
Sausages	Sausages	consumable	true	3	Swamp	craft	Cauldron	2	Entrails x4; Boar meat x1; Thistle x1	3	6	na	false	false	0	2	3		65	high	Sausages		Swamp cauldron level 2 craft, yields 4
ShocklateSmoothie	Muckshake	consumable	true	3	Swamp	craft	Cauldron	2	Ooze x1; Raspberries x2; Blueberries x2	3	5	na	false	false	0	2	3		55	high	Muckshake		Swamp cauldron level 2 craft
TurnipStew	Turnip Stew	consumable	true	3	Swamp	craft	Cauldron	2	Turnip x3; Boar meat x1	2	4	na	false	false	0	2	3		55	high	Turnip Stew		Swamp cauldron level 2 craft
MeadHealthMajor	Major health mead	consumable	true	3	Swamp	brew	Fermenter	1	Mead base: Health major x1	1	1	na	false	false	0	2	4		70	high	Major Health Mead		Fermented mead; Swamp-tier
MeadHealthMedium	Medium Healing Mead	consumable	true	3	Swamp	craft	Fermenter	2	Mead base: Medium healing x1	5	26	na	false	false	0	2	4		60	high	Medium Healing Mead		Swamp-tier fermented mead, multi-stage craft
MeadPoisonResist	Poison Resistance Mead	consumable	true	3	Swamp	craft	Fermenter	2	Mead base: Poison resistance x1	2	15	na	false	false	0	2	4		55	high	Poison Resistance Mead		Swamp-tier fermented mead
MeadStrength	Strength Mead	consumable	true	3	Swamp	craft	Fermenter	2	Mead base: Troll endurance x1	2	12	na	false	false	0	2	4		60	high	Troll Endurance Mead		Swamp-tier fermented mead, needs Trollfish
SerpentStew	Serpent Stew	consumable	true	3	Swamp	craft	Cauldron	2	Mushroom x1; Cooked serpent meat x1; Honey x2	3	4	na	false	false	0	2	4		75	high	Serpent Stew		Swamp cauldron level 2 multi-ingredient craft
FeastOceans	Ocean feast	consumable	true	3	Ocean	craft	Food preparation table	1	Cooked fish x3, Seaweed x5, Thistle x5	3	13	na	false	false	0	2	5		85	medium	Ocean Feast		Feast; Ocean-tier ingredients
FeastSwamps	Swamp feast	consumable	true	3	Swamp	craft	Food preparation table	1	Cooked turnip x3, Mushroom x5, Thistle x5	3	13	na	false	false	0	2	5		85	medium	Swamp Feast		Feast; Swamp-tier ingredients
CookedBjornMeat	Cooked bjorn meat	consumable	true	4	Mountains	cook	Cooking station	1	Bjorn meat x1	1	1	na	false	false	0	2	2		55	high	Bjorn Meat		Cooked Mountains-tier meat
CookedWolfMeat	Cooked wolf meat	consumable	true	4	Mountains	cook	Cooking station	1	Wolf meat x1	1	1	na	false	false	0	2	2		50	high	Wolf Meat		Cooked Mountains-tier meat
OnionSoup	Onion Soup	consumable	true	4	Mountains	craft	Cauldron	2	Onion x3	1	3	na	false	false	0	2	2		50	high	Onion Soup		Mountain cauldron level 2 craft
WolfJerky	Wolf Jerky	consumable	true	4	Mountains	craft	Cauldron	3	Wolf meat x1; Honey x1	2	2	na	false	false	0	2	2		60	high	Wolf Jerky		Mountain cooking station craft
WolfMeatSkewer	Wolf Meat Skewer	consumable	true	4	Mountains	craft	Cauldron	3	Wolf meat x1; Mushroom x2; Onion x1	3	3	na	false	false	0	2	3		65	high	Wolf Meat Skewer		Mountain cauldron level 2 craft
Eyescream	Eyescream	consumable	true	4	Mistlands	cook	Cauldron	3	Greydwarf eye x3, Freeze gland x1	3	8	na	false	false	0	2	4		70	medium	Eyescream		Cauldron level 4; Mistlands ingredients
MeadBzerker	Berserk brew	consumable	true	4	Mountains	brew	Fermenter	1	Mead base: Berserk x1	1	1	na	false	false	0	2	4		75	high	Berserk Brew		Fermented mead; Mountains-tier
MeadFrostResist	Frost resistance mead	consumable	true	4	Mountains	brew	Fermenter	1	Mead base: Frost resistance x1	1	1	na	false	false	0	2	4		75	high	Frost Resistance Mead		Fermented mead; Mountains-tier
MeadHasty	Hasty mead	consumable	true	4	Mountains	brew	Fermenter	1	Mead base: Hasty x1	1	1	na	false	false	0	2	4		75	high	Hasty Mead		Fermented mead; Mountains-tier
MeadHealthLingering	Lingering health mead	consumable	true	4	Mountains	brew	Fermenter	1	Mead base: Health lingering x1	1	1	na	false	false	0	2	4		75	high	Lingering Health Mead		Fermented mead; Mountains-tier
MeadLightfoot	Lightfoot Mead	consumable	true	4	Mountains	craft	Fermenter	2	Mead base: Lightfoot x1	2	7	na	false	false	0	2	4		70	high	Lightfoot Mead		Mountain-tier fermented mead, needs scale hide
MeadStaminaMedium	Medium Stamina Mead	consumable	true	4	Mountains	craft	Fermenter	2	Mead base: Medium stamina x1	2	20	na	false	false	0	2	4		65	high	Medium Stamina Mead		Mountain-tier fermented mead
MeadSwimmer	Swimmer Mead	consumable	true	4	Mountains	craft	Fermenter	2	Mead base: Vananidir x1	2	12	na	false	false	0	2	4		65	high	Vananidir Mead		Mountain-tier fermented mead, needs Perch
FeastMountains	Mountain feast	consumable	true	4	Mountains	craft	Food preparation table	1	Cooked wolf meat x1, Mushroom x5, Cloudberries x5, Barley flour x1	4	12	na	false	false	0	2	5		95	medium	Mountain Feast		Feast; Mountains-tier ingredients
Cloudberry	Cloudberries	consumable	true	5	Plains	gather		0		0	0	na	false	false	0	2	1		30	high	Cloudberries		Gathered in Plains biome
Pukeberries	Bukeperries	consumable	true	5	Plains	drop		0		0	0	uncommon	false	false	0	3	1		75	medium	Bukeperries		Drop from Fuling shaman and Greydwarf shaman
CookedLoxMeat	Cooked lox meat	consumable	true	5	Plains	cook	Cooking station	1	Lox meat x1	1	1	na	false	false	0	2	2		50	high	Lox Meat		Cooked Plains-tier meat
FierySvinstew	Fiery svinstew	consumable	true	5	Plains	cook	Cauldron	3	Cooked boar meat x1, Mushroom x1, Turnip x1, Coal x1	4	4	na	false	false	0	2	3		60	high	Fiery Svinstew		Cauldron level 3; Plains materials
FishWraps	Fish wraps	consumable	true	5	Ocean	cook	Cauldron	4	Cooked fish x2, Barley flour x4	3	5	na	false	false	0	2	3		50	high	Fish Wraps		Cauldron level 2; Ocean-tier food
LoxPie	Lox pie	consumable	true	5	Plains	cook	Cauldron	1	Cooked lox meat x1, Barley flour x2, Onion x1	3	4	na	false	false	0	2	3		65	high	Lox Pie		Cauldron level 1; Plains ingredients
MeadTrollPheromones	Love Potion	consumable	true	5	Plains	trader	Bog Witch	0	none	0	0	na	true	false	22	4	1		180	high	Love Potion		Bog Witch trader, 110 coins for 5 potions; gated by defeating Moder
MushroomBzerker	Toadstool	consumable	true	5	Plains	trader	Bog Witch	0	none	0	0	na	true	false	85	4	1		200	high	Toadstool		Bog Witch trader, 85 coins; gated by defeating Moder
BarleyWine	Fire resistance barley wine	consumable	true	5	Plains	brew	Fermenter	1	Barley wine base x1	1	1	na	false	false	0	2	4		80	high	Fire Resistance Barley Wine		Fermented mead from Plains ingredients; complexity 4
BloodPudding	Blood pudding	consumable	true	5	Plains	cook	Cauldron	4	Lox meat x1, Cloudberries x5, Blood clot x1	3	7	na	false	false	0	2	4		75	high	Blood Pudding		Cauldron level 4; Plains-tier ingredients
MeadBugRepellent	Anti-sting concoction	consumable	true	5	Plains	brew	Fermenter	1	Mead base: Anti-sting x1	1	1	na	false	false	0	2	4		80	high	Anti-Sting Concoction		Fermented mead; complexity 4
VikingCupcake	Frosted Sweetbread	consumable	true	5	Plains	craft	Stone Oven	1	Unbaked sweetbread x1	4	5	na	false	false	0	2	4		85	high	Frosted Sweetbread		Plains-tier stone oven craft
FeastPlains	Plains feast	consumable	true	5	Plains	craft	Food preparation table	1	Cooked lox meat x1, Cloudberries x5, Barley flour x2	3	8	na	false	false	0	2	5		100	medium	Plains Feast		Feast; Plains-tier ingredients
Fiddleheadfern	Fiddlehead fern	consumable	true	6	Mistlands	gather		0		0	0	na	false	false	0	2	1		40	high	Fiddlehead Fern		Gathered in Mistlands
MushroomJotunPuffs	Jotun Puffs	consumable	true	6	Mistlands	gather		0		0	0	na	false	false	0	2	1		40	high	Jotun Puffs		Mistlands raw gather
RoyalJelly	Royal Jelly	consumable	true	6	Mistlands	gather		0		0	0	na	false	false	0	3	1		75	high	Royal Jelly		Mistlands raw gather
CookedBugMeat	Cooked bug meat	consumable	true	6	Mistlands	cook	Cooking station	1	Bug meat x1	1	1	na	false	false	0	2	2		60	high	Bug Meat		Cooked Mistlands-tier meat
CookedVoltureMeat	Cooked vulture meat	consumable	true	6	Mistlands	cook	Iron cooking station	1	Vulture meat x1	1	1	na	false	false	0	2	2		60	high	Vulture Meat		Cooked Mistlands-tier meat
HoneyGlazedChicken	Honey glazed chicken	consumable	true	6	Mistlands	cook	Food preparation table	1	Honey x3, Chicken meat x1, Jotun puffs x2	3	6	na	false	false	0	2	4		75	high	Honey Glazed Chicken		Multi-tier ingredients; complexity 4
MagicallyStuffedShroom	Magically stuffed shroom	consumable	true	6	Mistlands	cook	Food preparation table	3	Magecap x3, Blood clot x1, Turnip x2	3	7	na	false	false	0	2	4		70	high	Magically Stuffed Shroom		Cauldron level 3; Mistlands ingredients
MushroomOmelette	Mushroom Omelette	consumable	true	6	Mistlands	craft	Cauldron	5	Egg x3; Jotun puffs x3	3	5	na	false	false	0	2	4		95	high	Mushroom Omelette		Mistlands cauldron level 5 craft
Salad	Salad	consumable	true	6	Mistlands	craft	Cauldron	5	Jotun puffs x3; Onion x3; Cloudberries x3	3	9	na	false	false	0	2	4		100	high	Salad		Mistlands cauldron level 5 craft, yields 3
SeekerAspic	Seeker Aspic	consumable	true	6	Mistlands	craft	Cauldron	5	Seeker meat x2; Gelatin x1; Thistle x1	3	4	na	false	false	0	2	4		105	high	Seeker Aspic		Mistlands cauldron level 5 craft
YggdrasilPorridge	Yggdrasil Porridge	consumable	true	6	Mistlands	craft	Cauldron	1	Yggdrasil wood x1; Thistle x5; Milk x1; Barley x1	4	8	na	false	false	0	2	4		105	high	Yggdrasil Porridge		Mistlands cauldron level 1 craft, needs Yggdrasil wood
MeadStaminaLingering	Lingering Stamina Mead	consumable	true	6	Mistlands	craft	Fermenter	2	Mead base: Lingering stamina x1	3	30	na	false	false	0	2	5		90	high	Lingering Stamina Mead		Mistlands-tier fermented mead, needs Jotun puffs
MeatPlatter	Meat Platter	consumable	true	6	Mistlands	craft	Stone Oven	1	Uncooked meat platter x1	3	3	na	false	false	0	2	5		120	high	Meat Platter		Mistlands-tier, multi-biome ingredient hunt
MisthareSupreme	Misthare Supreme	consumable	true	6	Mistlands	craft	Stone Oven	1	Hare meat x1; Jotun puffs x3; Carrot x2	3	6	na	false	false	0	2	5		125	high	Misthare Supreme		Mistlands-tier endgame food, high tier ingredients
MeadEitrLingering	Lingering mead: Eitr	consumable	true	6	Mistlands	brew	Fermenter	1	Mead base: Eitr lingering x1	1	1	na	false	false	0	3	4		90	high	Lingering Mead: Eitr		Fermented mead; eitr rarity 3
MeadEitrMinor	Minor mead: Eitr	consumable	true	6	Mistlands	brew	Fermenter	1	Mead base: Eitr minor x1	1	1	na	false	false	0	3	4		90	high	Minor Mead: Eitr		Fermented mead; eitr rarity 3
